                                                                                                 05 Nov 2019 00:51:59
Civil Air Patrol Use Only
Satellite-Satellite1:  J2000 Position & Velocity


       Time (UTCG)             x (km)          y (km)          z (km)       vx (km/sec)    vy (km/sec)    vz (km/sec)
------------------------    ------------    ------------    ------------    -----------    -----------    -----------
12 Nov 2018 00:00:02.485      263.104944    -3581.245686     5861.873575      -1.429119      -6.416205      -3.834165
12 Nov 2018 00:00:12.485      248.797960    -3645.187522     5823.173403      -1.432249      -6.372032      -3.905790
12 Nov 2018 00:00:22.485      234.460549    -3708.683734     5783.759370      -1.435204      -6.327081      -3.976936
12 Nov 2018 00:00:32.485      220.094464    -3771.726565     5743.636316      -1.437984      -6.281357      -4.047593
12 Nov 2018 00:00:42.485      205.701462    -3834.308314     5702.809170      -1.440587      -6.234866      -4.117753
12 Nov 2018 00:00:52.485      191.283302    -3896.421337     5661.282946      -1.443015      -6.187612      -4.187407
12 Nov 2018 00:01:02.485      176.841749    -3958.058044     5619.062742      -1.445266      -6.139604      -4.256547
12 Nov 2018 00:01:12.485      162.378567    -4019.210908     5576.153742      -1.447341      -6.090845      -4.325165
12 Nov 2018 00:01:22.485      147.895524    -4079.872456     5532.561214      -1.449238      -6.041342      -4.393252
12 Nov 2018 00:01:32.485      133.394392    -4140.035280     5488.290508      -1.450959      -5.991101      -4.460799
12 Nov 2018 00:01:42.485      118.876942    -4199.692028     5443.347057      -1.452502      -5.940128      -4.527799
12 Nov 2018 00:01:52.485      104.344950    -4258.835414     5397.736378      -1.453867      -5.888429      -4.594244
12 Nov 2018 00:02:02.485       89.800192    -4317.458212     5351.464066      -1.455055      -5.836011      -4.660124
12 Nov 2018 00:02:12.485       75.244445    -4375.553260     5304.535799      -1.456065      -5.782880      -4.725433
12 Nov 2018 00:02:22.485       60.679491    -4433.113462     5256.957336      -1.456897      -5.729043      -4.790162
12 Nov 2018 00:02:32.485       46.107108    -4490.131786     5208.734512      -1.457550      -5.674506      -4.854304
12 Nov 2018 00:02:42.485       31.529078    -4546.601265     5159.873244      -1.458026      -5.619275      -4.917850
12 Nov 2018 00:02:52.485       16.947184    -4602.515002     5110.379524      -1.458323      -5.563358      -4.980793
12 Nov 2018 00:03:02.485        2.363208    -4657.866166     5060.259424      -1.458442      -5.506762      -5.043125
12 Nov 2018 00:03:12.485      -12.221068    -4712.647994     5009.519090      -1.458383      -5.449492      -5.104838
12 Nov 2018 00:03:22.485      -26.803861    -4766.853795     4958.164744      -1.458146      -5.391557      -5.165926
12 Nov 2018 00:03:32.485      -41.383388    -4820.476946     4906.202686      -1.457730      -5.332964      -5.226380
12 Nov 2018 00:03:42.485      -55.957867    -4873.510897     4853.639285      -1.457136      -5.273718      -5.286193
12 Nov 2018 00:03:52.485      -70.525517    -4925.949167     4800.480988      -1.456364      -5.213829      -5.345358
12 Nov 2018 00:04:02.485      -85.084557    -4977.785351     4746.734312      -1.455414      -5.153302      -5.403867
12 Nov 2018 00:04:12.485      -99.633208    -5029.013116     4692.405847      -1.454286      -5.092146      -5.461714
12 Nov 2018 00:04:22.485     -114.169691    -5079.626204     4637.502255      -1.452981      -5.030368      -5.518892
12 Nov 2018 00:04:32.485     -128.692230    -5129.618430     4582.030265      -1.451497      -4.967975      -5.575393
12 Nov 2018 00:04:42.485     -143.199049    -5178.983687     4525.996680      -1.449837      -4.904976      -5.631210
12 Nov 2018 00:04:52.485     -157.688376    -5227.715945     4469.408368      -1.447999      -4.841377      -5.686337
12 Nov 2018 00:05:02.485     -172.158441    -5275.809249     4412.272267      -1.445984      -4.777186      -5.740767
12 Nov 2018 00:05:12.485     -186.607473    -5323.257725     4354.595380      -1.443793      -4.712412      -5.794493
12 Nov 2018 00:05:22.485     -201.033708    -5370.055574     4296.384779      -1.441425      -4.647062      -5.847509
12 Nov 2018 00:05:32.485     -215.435383    -5416.197081     4237.647598      -1.438881      -4.581145      -5.899808
12 Nov 2018 00:05:42.485     -229.810737    -5461.676607     4178.391037      -1.436161      -4.514668      -5.951383
12 Nov 2018 00:05:52.485     -244.158013    -5506.488597     4118.622360      -1.433265      -4.447639      -6.002230
12 Nov 2018 00:06:02.485     -258.475458    -5550.627575     4058.348894      -1.430195      -4.380067      -6.052340
12 Nov 2018 00:06:12.485     -272.761322    -5594.088150     3997.578026      -1.426949      -4.311960      -6.101709
12 Nov 2018 00:06:22.485     -287.013860    -5636.865011     3936.317205      -1.423529      -4.243326      -6.150330
12 Nov 2018 00:06:32.485     -301.231329    -5678.952934     3874.573941      -1.419936      -4.174173      -6.198197
12 Nov 2018 00:06:42.485     -315.411992    -5720.346775     3812.355801      -1.416168      -4.104511      -6.245304
12 Nov 2018 00:06:52.485     -329.554116    -5761.041478     3749.670413      -1.412228      -4.034347      -6.291646
12 Nov 2018 00:07:02.485     -343.655972    -5801.032073     3686.525459      -1.408115      -3.963690      -6.337216
12 Nov 2018 00:07:12.485     -357.715838    -5840.313673     3622.928680      -1.403830      -3.892550      -6.382010
12 Nov 2018 00:07:22.485     -371.731995    -5878.881480     3558.887871      -1.399373      -3.820933      -6.426021
12 Nov 2018 00:07:32.485     -385.702729    -5916.730784     3494.410883      -1.394745      -3.748850      -6.469245
12 Nov 2018 00:07:42.485     -399.626335    -5953.856961     3429.505619      -1.389947      -3.676309      -6.511675
12 Nov 2018 00:07:52.485     -413.501110    -5990.255476     3364.180036      -1.384979      -3.603320      -6.553308
12 Nov 2018 00:08:02.485     -427.325359    -6025.921885     3298.442140      -1.379842      -3.529890      -6.594137
12 Nov 2018 00:08:12.485     -441.097393    -6060.851831     3232.299991      -1.374536      -3.456029      -6.634158
12 Nov 2018 00:08:22.485     -454.815528    -6095.041050     3165.761698      -1.369063      -3.381746      -6.673365
12 Nov 2018 00:08:32.485     -468.478089    -6128.485367     3098.835416      -1.363422      -3.307050      -6.711755
12 Nov 2018 00:08:42.485     -482.083406    -6161.180698     3031.529350      -1.357614      -3.231950      -6.749321
12 Nov 2018 00:08:52.485     -495.629817    -6193.123054     2963.851752      -1.351641      -3.156456      -6.786060
12 Nov 2018 00:09:02.485     -509.115667    -6224.308534     2895.810918      -1.345502      -3.080577      -6.821968
12 Nov 2018 00:09:12.485     -522.539308    -6254.733334     2827.415189      -1.339199      -3.004321      -6.857039
12 Nov 2018 00:09:22.485     -535.899100    -6284.393740     2758.672949      -1.332732      -2.927700      -6.891269
12 Nov 2018 00:09:32.485     -549.193411    -6313.286134     2689.592628      -1.326103      -2.850721      -6.924654
12 Nov 2018 00:09:42.485     -562.420618    -6341.406991     2620.182691      -1.319311      -2.773394      -6.957191
12 Nov 2018 00:09:52.485     -575.579103    -6368.752883     2550.451650      -1.312359      -2.695729      -6.988875
12 Nov 2018 00:10:02.485     -588.667260    -6395.320473     2480.408052      -1.305246      -2.617735      -7.019702
12 Nov 2018 00:10:12.485     -601.683490    -6421.106524     2410.060485      -1.297974      -2.539423      -7.049668
12 Nov 2018 00:10:22.485     -614.626203    -6446.107892     2339.417571      -1.290543      -2.460800      -7.078770
12 Nov 2018 00:10:32.485     -627.493817    -6470.321530     2268.487972      -1.282954      -2.381878      -7.107005
12 Nov 2018 00:10:42.485     -640.284763    -6493.744489     2197.280382      -1.275209      -2.302666      -7.134368
12 Nov 2018 00:10:52.485     -652.997476    -6516.373917     2125.803530      -1.267308      -2.223173      -7.160856
12 Nov 2018 00:11:02.485     -665.630404    -6538.207057     2054.066180      -1.259252      -2.143410      -7.186467
12 Nov 2018 00:11:12.485     -678.182005    -6559.241253     1982.077125      -1.251043      -2.063386      -7.211197
12 Nov 2018 00:11:22.485     -690.650745    -6579.473946     1909.845189      -1.242680      -1.983111      -7.235043
12 Nov 2018 00:11:32.485     -703.035103    -6598.902674     1837.379228      -1.234166      -1.902595      -7.258002
12 Nov 2018 00:11:42.485     -715.333565    -6617.525077     1764.688123      -1.225501      -1.821848      -7.280071
12 Nov 2018 00:11:52.485     -727.544630    -6635.338891     1691.780786      -1.216687      -1.740879      -7.301248
12 Nov 2018 00:12:02.485     -739.666807    -6652.341954     1618.666152      -1.207724      -1.659699      -7.321530
12 Nov 2018 00:12:12.485     -751.698617    -6668.532200     1545.353184      -1.198614      -1.578318      -7.340914
12 Nov 2018 00:12:22.485     -763.638590    -6683.907668     1471.850867      -1.189357      -1.496745      -7.359399
12 Nov 2018 00:12:32.485     -775.485270    -6698.466492     1398.168211      -1.179955      -1.414991      -7.376982
12 Nov 2018 00:12:42.485     -787.237211    -6712.206909     1324.314245      -1.170409      -1.333065      -7.393660
12 Nov 2018 00:12:52.485     -798.892978    -6725.127256     1250.298022      -1.160721      -1.250978      -7.409433
12 Nov 2018 00:13:02.485     -810.451149    -6737.225972     1176.128614      -1.150890      -1.168740      -7.424297
12 Nov 2018 00:13:12.485     -821.910314    -6748.501594     1101.815108      -1.140920      -1.086361      -7.438252
12 Nov 2018 00:13:22.485     -833.269076    -6758.952763     1027.366614      -1.130810      -1.003851      -7.451295
12 Nov 2018 00:13:32.485     -844.526048    -6768.578221      952.792254      -1.120562      -0.921221      -7.463425
12 Nov 2018 00:13:42.485     -855.679857    -6777.376809      878.101167      -1.110177      -0.838479      -7.474640
12 Nov 2018 00:13:52.485     -866.729144    -6785.347472      803.302506      -1.099658      -0.755637      -7.484939
12 Nov 2018 00:14:02.485     -877.672560    -6792.489257      728.405436      -1.089004      -0.672705      -7.494322
12 Nov 2018 00:14:12.485     -888.508772    -6798.801311      653.419135      -1.078217      -0.589693      -7.502786
12 Nov 2018 00:14:22.485     -899.236459    -6804.282886      578.352790      -1.067299      -0.506611      -7.510330
12 Nov 2018 00:14:32.485     -909.854312    -6808.933332      503.215599      -1.056250      -0.423469      -7.516955
12 Nov 2018 00:14:42.485     -920.361037    -6812.752104      428.016767      -1.045073      -0.340278      -7.522658
12 Nov 2018 00:14:52.485     -930.755355    -6815.738759      352.765507      -1.033769      -0.257047      -7.527440
12 Nov 2018 00:15:02.485     -941.035999    -6817.892957      277.471038      -1.022339      -0.173788      -7.531300
12 Nov 2018 00:15:12.485     -951.201715    -6819.214458      202.142583      -1.010784      -0.090510      -7.534237
12 Nov 2018 00:15:22.485     -961.251267    -6819.703126      126.789370      -0.999106      -0.007223      -7.536252
12 Nov 2018 00:15:32.485     -971.183429    -6819.358928       51.420628      -0.987306       0.076062      -7.537343
12 Nov 2018 00:15:42.485     -980.996993    -6818.181931      -23.954412      -0.975387       0.159335      -7.537511
12 Nov 2018 00:15:52.485     -990.690764    -6816.172308      -99.326519      -0.963348       0.242585      -7.536756
12 Nov 2018 00:16:02.485    -1000.263561    -6813.330330     -174.686462      -0.951192       0.325804      -7.535079
12 Nov 2018 00:16:12.485    -1009.714220    -6809.656374     -250.025014      -0.938921       0.408979      -7.532478
12 Nov 2018 00:16:22.485    -1019.041592    -6805.150917     -325.332949      -0.926535       0.492102      -7.528955
12 Nov 2018 00:16:32.485    -1028.244541    -6799.814538     -400.601048      -0.914036       0.575162      -7.524511
12 Nov 2018 00:16:42.485    -1037.321948    -6793.647921     -475.820095      -0.901427       0.658148      -7.519145
12 Nov 2018 00:16:52.485    -1046.272709    -6786.651848     -550.980883      -0.888707       0.741051      -7.512859
12 Nov 2018 00:17:02.485    -1055.095737    -6778.827205     -626.074213      -0.875880       0.823861      -7.505654
12 Nov 2018 00:17:12.485    -1063.789959    -6770.174979     -701.090892      -0.862947       0.906566      -7.497529
12 Nov 2018 00:17:22.485    -1072.354319    -6760.696259     -776.021740      -0.849908       0.989158      -7.488488
12 Nov 2018 00:17:32.485    -1080.787777    -6750.392235     -850.857589      -0.836766       1.071625      -7.478530
12 Nov 2018 00:17:42.485    -1089.089308    -6739.264198     -925.589280      -0.823523       1.153959      -7.467656
12 Nov 2018 00:17:52.485    -1097.257904    -6727.313541    -1000.207672      -0.810180       1.236148      -7.455870
12 Nov 2018 00:18:02.485    -1105.292575    -6714.541755    -1074.703635      -0.796738       1.318183      -7.443171
12 Nov 2018 00:18:12.485    -1113.192345    -6700.950434    -1149.068056      -0.783200       1.400053      -7.429562
12 Nov 2018 00:18:22.485    -1120.956255    -6686.541272    -1223.291840      -0.769567       1.481749      -7.415044
12 Nov 2018 00:18:32.485    -1128.583365    -6671.316064    -1297.365910      -0.755840       1.563261      -7.399619
12 Nov 2018 00:18:42.485    -1136.072750    -6655.276702    -1371.281207      -0.742022       1.644578      -7.383290
12 Nov 2018 00:18:52.485    -1143.423501    -6638.425179    -1445.028693      -0.728114       1.725691      -7.366057
12 Nov 2018 00:19:02.485    -1150.634728    -6620.763589    -1518.599351      -0.714117       1.806590      -7.347924
12 Nov 2018 00:19:12.485    -1157.705558    -6602.294122    -1591.984187      -0.700034       1.887265      -7.328893
12 Nov 2018 00:19:22.485    -1164.635134    -6583.019068    -1665.174231      -0.685867       1.967706      -7.308966
12 Nov 2018 00:19:32.485    -1171.422617    -6562.940817    -1738.160537      -0.671616       2.047903      -7.288146
12 Nov 2018 00:19:42.485    -1178.067186    -6542.061855    -1810.934184      -0.657284       2.127846      -7.266435
12 Nov 2018 00:19:52.485    -1184.568036    -6520.384767    -1883.486280      -0.642873       2.207527      -7.243836
12 Nov 2018 00:20:02.485    -1190.924382    -6497.912235    -1955.807960      -0.628384       2.286934      -7.220352
12 Nov 2018 00:20:12.485    -1197.135455    -6474.647038    -2027.890387      -0.613818       2.366058      -7.195986
12 Nov 2018 00:20:22.485    -1203.200505    -6450.592052    -2099.724755      -0.599179       2.444890      -7.170741
12 Nov 2018 00:20:32.485    -1209.118798    -6425.750249    -2171.302291      -0.584468       2.523420      -7.144620
12 Nov 2018 00:20:42.485    -1214.889621    -6400.124697    -2242.614252      -0.569685       2.601638      -7.117627
12 Nov 2018 00:20:52.485    -1220.512277    -6373.718560    -2313.651929      -0.554834       2.679535      -7.089764
12 Nov 2018 00:21:02.485    -1225.986088    -6346.535098    -2384.406647      -0.539917       2.757102      -7.061036
12 Nov 2018 00:21:12.485    -1231.310393    -6318.577664    -2454.869769      -0.524934       2.834328      -7.031445
12 Nov 2018 00:21:22.485    -1236.484551    -6289.849705    -2525.032692      -0.509888       2.911205      -7.000997
12 Nov 2018 00:21:32.485    -1241.507939    -6260.354764    -2594.886851      -0.494780       2.987723      -6.969693
12 Nov 2018 00:21:42.485    -1246.379951    -6230.096476    -2664.423721      -0.479613       3.063873      -6.937539
12 Nov 2018 00:21:52.485    -1251.100002    -6199.078569    -2733.634815      -0.464388       3.139645      -6.904539
12 Nov 2018 00:22:02.485    -1255.667524    -6167.304862    -2802.511689      -0.449107       3.215031      -6.870696
12 Nov 2018 00:22:12.485    -1260.081968    -6134.779269    -2871.045938      -0.433773       3.290021      -6.836015
12 Nov 2018 00:22:22.485    -1264.342803    -6101.505793    -2939.229202      -0.418386       3.364606      -6.800500
12 Nov 2018 00:22:32.485    -1268.449518    -6067.488529    -3007.053165      -0.402949       3.438777      -6.764155
12 Nov 2018 00:22:42.485    -1272.401620    -6032.731661    -3074.509553      -0.387464       3.512525      -6.726986
12 Nov 2018 00:22:52.485    -1276.198636    -5997.239464    -3141.590141      -0.371932       3.585841      -6.688996
12 Nov 2018 00:23:02.485    -1279.840110    -5961.016301    -3208.286750      -0.356356       3.658717      -6.650190
12 Nov 2018 00:23:12.485    -1283.325608    -5924.066626    -3274.591247      -0.340737       3.731143      -6.610574
12 Nov 2018 00:23:22.485    -1286.654711    -5886.394977    -3340.495549      -0.325077       3.803110      -6.570152
12 Nov 2018 00:23:32.485    -1289.827023    -5848.005984    -3405.991624      -0.309379       3.874610      -6.528930
12 Nov 2018 00:23:42.485    -1292.842165    -5808.904361    -3471.071488      -0.293644       3.945634      -6.486911
12 Nov 2018 00:23:52.485    -1295.699777    -5769.094910    -3535.727211      -0.277873       4.016174      -6.444102
12 Nov 2018 00:24:02.485    -1298.399520    -5728.582516    -3599.950914      -0.262070       4.086221      -6.400508
12 Nov 2018 00:24:12.485    -1300.941072    -5687.372153    -3663.734772      -0.246235       4.155767      -6.356134
12 Nov 2018 00:24:22.485    -1303.324131    -5645.468876    -3727.071014      -0.230372       4.224803      -6.310986
12 Nov 2018 00:24:32.485    -1305.548416    -5602.877825    -3789.951925      -0.214481       4.293320      -6.265069
12 Nov 2018 00:24:42.485    -1307.613663    -5559.604225    -3852.369847      -0.198565       4.361311      -6.218389
12 Nov 2018 00:24:52.485    -1309.519628    -5515.653380    -3914.317177      -0.182625       4.428768      -6.170952
12 Nov 2018 00:25:02.485    -1311.266088    -5471.030679    -3975.786373      -0.166664       4.495681      -6.122763
12 Nov 2018 00:25:12.485    -1312.852836    -5425.741590    -4036.769949      -0.150683       4.562044      -6.073829
12 Nov 2018 00:25:22.485    -1314.279689    -5379.791663    -4097.260481      -0.134685       4.627848      -6.024155
12 Nov 2018 00:25:32.485    -1315.546479    -5333.186527    -4157.250605      -0.118671       4.693084      -5.973748
12 Nov 2018 00:25:42.485    -1316.653059    -5285.931890    -4216.733020      -0.102643       4.757747      -5.922614
12 Nov 2018 00:25:52.485    -1317.599304    -5238.033538    -4275.700484      -0.086604       4.821826      -5.870759
12 Nov 2018 00:26:02.485    -1318.385104    -5189.497336    -4334.145823      -0.070555       4.885315      -5.818190
12 Nov 2018 00:26:12.485    -1319.010373    -5140.329224    -4392.061923      -0.054498       4.948207      -5.764913
12 Nov 2018 00:26:22.485    -1319.475040    -5090.535221    -4449.441739      -0.038435       5.010493      -5.710934
12 Nov 2018 00:26:32.485    -1319.779058    -5040.121418    -4506.278289      -0.022368       5.072165      -5.656261
12 Nov 2018 00:26:42.485    -1319.922395    -4989.093982    -4562.564659      -0.006299       5.133218      -5.600899
12 Nov 2018 00:26:52.485    -1319.905043    -4937.459155    -4618.294002       0.009770       5.193642      -5.544856
12 Nov 2018 00:27:02.485    -1319.727009    -4885.223251    -4673.459540       0.025837       5.253432      -5.488139
12 Nov 2018 00:27:12.485    -1319.388323    -4832.392656    -4728.054564       0.041900       5.312579      -5.430755
12 Nov 2018 00:27:22.485    -1318.889033    -4778.973828    -4782.072435       0.057957       5.371077      -5.372710
12 Nov 2018 00:27:32.485    -1318.229206    -4724.973295    -4835.506584       0.074007       5.428919      -5.314012
12 Nov 2018 00:27:42.485    -1317.408929    -4670.397656    -4888.350515       0.090047       5.486098      -5.254667
12 Nov 2018 00:27:52.485    -1316.428310    -4615.253577    -4940.597803       0.106075       5.542606      -5.194684
12 Nov 2018 00:28:02.485    -1315.287472    -4559.547794    -4992.242095       0.122090       5.598437      -5.134070
12 Nov 2018 00:28:12.485    -1313.986563    -4503.287110    -5043.277114       0.138089       5.653585      -5.072831
12 Nov 2018 00:28:22.485    -1312.525746    -4446.478393    -5093.696655       0.154071       5.708043      -5.010975
12 Nov 2018 00:28:32.485    -1310.905204    -4389.128580    -5143.494591       0.170034       5.761803      -4.948511
12 Nov 2018 00:28:42.485    -1309.125142    -4331.244669    -5192.664868       0.185975       5.814861      -4.885445
12 Nov 2018 00:28:52.485    -1307.185781    -4272.833724    -5241.201510       0.201893       5.867209      -4.821785
12 Nov 2018 00:29:02.485    -1305.087363    -4213.902873    -5289.098617       0.217786       5.918841      -4.757539
12 Nov 2018 00:29:12.485    -1302.830148    -4154.459304    -5336.350369       0.233652       5.969752      -4.692715
12 Nov 2018 00:29:22.485    -1300.414417    -4094.510269    -5382.951023       0.249489       6.019934      -4.627321
12 Nov 2018 00:29:32.485    -1297.840469    -4034.063077    -5428.894915       0.265295       6.069382      -4.561364
12 Nov 2018 00:29:42.485    -1295.108621    -3973.125101    -5474.176461       0.281069       6.118090      -4.494853
12 Nov 2018 00:29:52.485    -1292.219212    -3911.703768    -5518.790159       0.296807       6.166052      -4.427796
12 Nov 2018 00:30:02.485    -1289.172595    -3849.806567    -5562.730587       0.312510       6.213263      -4.360201
12 Nov 2018 00:30:12.485    -1285.969148    -3787.441042    -5605.992403       0.328173       6.259716      -4.292075
12 Nov 2018 00:30:22.485    -1282.609264    -3724.614792    -5648.570352       0.343797       6.305406      -4.223428
12 Nov 2018 00:30:32.485    -1279.093355    -3661.335473    -5690.459257       0.359378       6.350329      -4.154268
12 Nov 2018 00:30:42.485    -1275.421853    -3597.610793    -5731.654027       0.374915       6.394478      -4.084603
12 Nov 2018 00:30:52.485    -1271.595209    -3533.448517    -5772.149655       0.390406       6.437847      -4.014441
12 Nov 2018 00:31:02.485    -1267.613891    -3468.856457    -5811.941219       0.405849       6.480433      -3.943791
12 Nov 2018 00:31:12.485    -1263.478387    -3403.842481    -5851.023882       0.421243       6.522230      -3.872662
12 Nov 2018 00:31:22.485    -1259.189204    -3338.414505    -5889.392891       0.436585       6.563233      -3.801062
12 Nov 2018 00:31:32.485    -1254.746865    -3272.580494    -5927.043581       0.451874       6.603436      -3.729000
12 Nov 2018 00:31:42.485    -1250.151915    -3206.348464    -5963.971375       0.467107       6.642836      -3.656484
12 Nov 2018 00:31:52.485    -1245.404914    -3139.726476    -6000.171781       0.482283       6.681427      -3.583524
12 Nov 2018 00:32:02.485    -1240.506443    -3072.722639    -6035.640396       0.497401       6.719205      -3.510127
12 Nov 2018 00:32:12.485    -1235.457098    -3005.345108    -6070.372905       0.512458       6.756165      -3.436304
12 Nov 2018 00:32:22.485    -1230.257498    -2937.602081    -6104.365082       0.527452       6.792303      -3.362062
12 Nov 2018 00:32:32.485    -1224.908275    -2869.501802    -6137.612791       0.542382       6.827615      -3.287412
12 Nov 2018 00:32:42.485    -1219.410082    -2801.052555    -6170.111985       0.557246       6.862096      -3.212361
12 Nov 2018 00:32:52.485    -1213.763589    -2732.262669    -6201.858707       0.572041       6.895742      -3.136919
12 Nov 2018 00:33:02.485    -1207.969485    -2663.140512    -6232.849093       0.586768       6.928549      -3.061095
12 Nov 2018 00:33:12.485    -1202.028475    -2593.694491    -6263.079367       0.601422       6.960514      -2.984898
12 Nov 2018 00:33:22.485    -1195.941282    -2523.933053    -6292.545847       0.616004       6.991632      -2.908338
12 Nov 2018 00:33:32.485    -1189.708648    -2453.864684    -6321.244943       0.630510       7.021900      -2.831423
12 Nov 2018 00:33:42.485    -1183.331330    -2383.497903    -6349.173157       0.644940       7.051314      -2.754163
12 Nov 2018 00:33:52.485    -1176.810105    -2312.841269    -6376.327082       0.659292       7.079870      -2.676567
12 Nov 2018 00:34:02.485    -1170.145766    -2241.903372    -6402.703409       0.673563       7.107566      -2.598645
12 Nov 2018 00:34:12.485    -1163.339123    -2170.692838    -6428.298917       0.687752       7.134397      -2.520405
12 Nov 2018 00:34:22.485    -1156.391002    -2099.218325    -6453.110482       0.701858       7.160361      -2.441858
12 Nov 2018 00:34:32.485    -1149.302248    -2027.488522    -6477.135074       0.715878       7.185454      -2.363012
12 Nov 2018 00:34:42.485    -1142.073722    -1955.512150    -6500.369758       0.729812       7.209674      -2.283877
12 Nov 2018 00:34:52.485    -1134.706301    -1883.297958    -6522.811691       0.743657       7.233018      -2.204464
12 Nov 2018 00:35:02.485    -1127.200880    -1810.854727    -6544.458129       0.757412       7.255482      -2.124780
12 Nov 2018 00:35:12.485    -1119.558369    -1738.191261    -6565.306420       0.771075       7.277064      -2.044836
12 Nov 2018 00:35:22.485    -1111.779696    -1665.316394    -6585.354012       0.784644       7.297762      -1.964641
12 Nov 2018 00:35:32.485    -1103.865804    -1592.238985    -6604.598445       0.798118       7.317572      -1.884206
12 Nov 2018 00:35:42.485    -1095.817653    -1518.967918    -6623.037358       0.811496       7.336493      -1.803539
12 Nov 2018 00:35:52.485    -1087.636218    -1445.512099    -6640.668485       0.824775       7.354522      -1.722650
12 Nov 2018 00:36:02.485    -1079.322492    -1371.880459    -6657.489660       0.837954       7.371657      -1.641550
12 Nov 2018 00:36:12.485    -1070.877481    -1298.081948    -6673.498811       0.851031       7.387896      -1.560247
12 Nov 2018 00:36:22.485    -1062.302211    -1224.125538    -6688.693966       0.864006       7.403236      -1.478752
12 Nov 2018 00:36:32.485    -1053.597719    -1150.020221    -6703.073249       0.876875       7.417677      -1.397075
12 Nov 2018 00:36:42.485    -1044.765060    -1075.775005    -6716.634883       0.889639       7.431216      -1.315224
12 Nov 2018 00:36:52.485    -1035.805305    -1001.398918    -6729.377189       0.902294       7.443851      -1.233211
12 Nov 2018 00:37:02.485    -1026.719539     -926.901002    -6741.298586       0.914841       7.455581      -1.151044
12 Nov 2018 00:37:12.485    -1017.508863     -852.290315    -6752.397593       0.927276       7.466405      -1.068734
12 Nov 2018 00:37:22.485    -1008.174392     -777.575930    -6762.672826       0.939599       7.476321      -0.986291
12 Nov 2018 00:37:32.485     -998.717257     -702.766931    -6772.123001       0.951809       7.485327      -0.903724
12 Nov 2018 00:37:42.485     -989.138604     -627.872416    -6780.746933       0.963903       7.493424      -0.821044
12 Nov 2018 00:37:52.485     -979.439593     -552.901493    -6788.543535       0.975880       7.500609      -0.738260
12 Nov 2018 00:38:02.485     -969.621399     -477.863280    -6795.511821       0.987739       7.506882      -0.655382
12 Nov 2018 00:38:12.485     -959.685212     -402.766904    -6801.650903       0.999478       7.512241      -0.572421
12 Nov 2018 00:38:22.485     -949.632234     -327.621499    -6806.959993       1.011097       7.516687      -0.489386
12 Nov 2018 00:38:32.485     -939.463683     -252.436208    -6811.438404       1.022593       7.520219      -0.406287
12 Nov 2018 00:38:42.485     -929.180792     -177.220177    -6815.085546       1.033965       7.522835      -0.323134
12 Nov 2018 00:38:52.485     -918.784807     -101.982558    -6817.900931       1.045211       7.524536      -0.239937
12 Nov 2018 00:39:02.485     -908.276986      -26.732507    -6819.884170       1.056332       7.525321      -0.156706
12 Nov 2018 00:39:12.485     -897.658602       48.520819    -6821.034974       1.067324       7.525191      -0.073452
12 Nov 2018 00:39:22.485     -886.930943      123.768259    -6821.353155       1.078187       7.524144       0.009817
12 Nov 2018 00:39:32.485     -876.095307      199.000654    -6820.838624       1.088919       7.522182       0.093089
12 Nov 2018 00:39:42.485     -865.153008      274.208844    -6819.491391       1.099519       7.519304       0.176355
12 Nov 2018 00:39:52.485     -854.105371      349.383672    -6817.311570       1.109986       7.515509       0.259605
12 Nov 2018 00:40:02.485     -842.953735      424.515981    -6814.299371       1.120319       7.510800       0.342829
12 Nov 2018 00:40:12.485     -831.699452      499.596621    -6810.455108       1.130515       7.505176       0.426017
12 Nov 2018 00:40:22.485     -820.343884      574.616444    -6805.779192       1.140575       7.498637       0.509158
12 Nov 2018 00:40:32.485     -808.888408      649.566309    -6800.272137       1.150497       7.491184       0.592243
12 Nov 2018 00:40:42.485     -797.334413      724.437082    -6793.934556       1.160279       7.482818       0.675261
12 Nov 2018 00:40:52.485     -785.683299      799.219637    -6786.767165       1.169920       7.473541       0.758203
12 Nov 2018 00:41:02.485     -773.936478      873.904859    -6778.770777       1.179420       7.463352       0.841059
12 Nov 2018 00:41:12.485     -762.095375      948.483640    -6769.946306       1.188777       7.452253       0.923818
12 Nov 2018 00:41:22.485     -750.161424     1022.946886    -6760.294769       1.197989       7.440245       1.006471
12 Nov 2018 00:41:32.485     -738.136073     1097.285515    -6749.817280       1.207057       7.427330       1.089007
12 Nov 2018 00:41:42.485     -726.020779     1171.490459    -6738.515054       1.215978       7.413508       1.171417
12 Nov 2018 00:41:52.485     -713.817013     1245.552665    -6726.389405       1.224751       7.398782       1.253690
12 Nov 2018 00:42:02.485     -701.526254     1319.463094    -6713.441747       1.233376       7.383153       1.335817
12 Nov 2018 00:42:12.485     -689.149993     1393.212725    -6699.673595       1.241851       7.366623       1.417787
12 Nov 2018 00:42:22.485     -676.689731     1466.792557    -6685.086561       1.250176       7.349193       1.499591
12 Nov 2018 00:42:32.485     -664.146980     1540.193604    -6669.682357       1.258349       7.330866       1.581219
12 Nov 2018 00:42:42.485     -651.523262     1613.406902    -6653.462793       1.266369       7.311644       1.662661
12 Nov 2018 00:42:52.485     -638.820109     1686.423508    -6636.429781       1.274236       7.291528       1.743908
